latent_dim,time_mean,time_std,memory_estimate,allocations,gc_percent
21,0.062735971,NaN,1.4454126358032227e-6,52,0.0
41,0.062735971,NaN,1.4454126358032227e-6,52,0.0
61,0.062735971,NaN,1.4454126358032227e-6,52,0.0
81,0.062735971,NaN,1.4454126358032227e-6,52,0.0
101,0.062735971,NaN,1.4454126358032227e-6,52,0.0
