latent_dim,time_mean,time_std,memory_estimate,allocations,gc_percent
21,0.016660427,NaN,1.5795230865478516e-6,56,0.0
41,0.017195519,NaN,1.5795230865478516e-6,56,0.0
61,0.0167339,NaN,1.5795230865478516e-6,56,0.0
81,0.0167928,NaN,1.5795230865478516e-6,56,0.0
101,0.016691416,NaN,1.5795230865478516e-6,56,0.0
